source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:MF,GO:0019199,transmembrane receptor protein kinase activity,7.184710970014546e-12,True,"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP."" [GOC:mah]",81,594,21,20208,0.03535353535353535,0.25925925925925924,query_1,"['GO:0004672', 'GO:0004888']"
GO:BP,GO:0002437,inflammatory response to antigenic stimulus,7.813692861768526e-12,True,"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]",70,595,20,20972,0.03361344537815126,0.2857142857142857,query_1,"['GO:0006954', 'GO:0006955']"
GO:BP,GO:0007409,axonogenesis,7.904868043431926e-12,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",452,595,48,20972,0.08067226890756303,0.10619469026548672,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0002396,MHC protein complex assembly,8.424821051575434e-12,True,"""The aggregation, arrangement and bonding together of a set of components to form an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",18,595,12,20972,0.020168067226890758,0.6666666666666666,query_1,['GO:0065003']
GO:BP,GO:0002501,peptide antigen assembly with MHC protein complex,8.424821051575434e-12,True,"""The binding of a peptide to the antigen binding groove of an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",18,595,12,20972,0.020168067226890758,0.6666666666666666,query_1,"['GO:0002396', 'GO:0048002', 'GO:0065003']"
GO:MF,GO:0005201,extracellular matrix structural constituent,8.430091992121798e-12,True,"""The action of a molecule that contributes to the structural integrity of the extracellular matrix."" [GOC:mah]",169,594,29,20208,0.04882154882154882,0.17159763313609466,query_1,['GO:0005198']
KEGG,KEGG:05140,Leishmaniasis,9.585002529689515e-12,True,Leishmaniasis,73,497,25,8716,0.05030181086519115,0.3424657534246575,query_1,['KEGG:00000']
GO:BP,GO:0019724,B cell mediated immunity,9.804804358729551e-12,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",206,595,32,20972,0.05378151260504202,0.1553398058252427,query_1,"['GO:0002449', 'GO:0002460']"
GO:BP,GO:0007411,axon guidance,1.0517021521061966e-11,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",234,595,34,20972,0.05714285714285714,0.1452991452991453,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0038061,non-canonical NF-kappaB signal transduction,1.1453094810849066e-11,True,"""An intracellular signaling cassette characterized by the NIK-dependent processing and activation of NF-kappaB. Begins with activation of the NF-kappaB-inducing kinase (NIK), which in turn phosphorylates and activates IkappaB kinase alpha (IKKalpha). IKKalpha phosphorylates the NF-kappa B2 protein (p100) leading to p100 processing and release of an active NF-kappaB (p52). The non-canonical NF-kappaB signaling pathway is generally activated by ligands of the TNF receptor superfamily, including lymphotoxin beta (LTB), CD40, OX40, RANK, TWEAK and B cell-activating factor (BAFF)."" [GOC:bf, GOC:mg2, GOC:signaling, GOC:vs, PMID:11239468, PMID:15140882, PMID:34659217]",121,595,25,20972,0.04201680672268908,0.2066115702479339,query_1,['GO:0141124']
GO:BP,GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,1.3000842126178779e-11,True,"""Any process that stops, prevents, or reduces the rate of natural killer mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",23,595,13,20972,0.021848739495798318,0.5652173913043478,query_1,"['GO:0001911', 'GO:0002716', 'GO:0042267', 'GO:0042269']"
GO:BP,GO:0050728,negative regulation of inflammatory response,1.3227853782457458e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]",169,595,29,20972,0.04873949579831933,0.17159763313609466,query_1,"['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']"
KEGG,KEGG:05150,Staphylococcus aureus infection,1.488249262224059e-11,True,Staphylococcus aureus infection,87,497,27,8716,0.05432595573440644,0.3103448275862069,query_1,['KEGG:00000']
GO:BP,GO:0038084,vascular endothelial growth factor signaling pathway,1.539429126521034e-11,True,"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding its receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, PMID:17470632]",91,595,22,20972,0.03697478991596639,0.24175824175824176,query_1,"['GO:0007169', 'GO:0035924']"
GO:BP,GO:0050851,antigen receptor-mediated signaling pathway,1.584945311683048e-11,True,"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]",196,595,31,20972,0.052100840336134456,0.15816326530612246,query_1,['GO:0002429']
HPA,HPA:0401331,Rectum; mucosal lymphoid cells[≥Low],1.743886269923438e-11,True,Rectum; mucosal lymphoid cells[≥Low],544,420,60,11007,0.14285714285714285,0.11029411764705882,query_1,['HPA:0400000']
GO:CC,GO:0005581,collagen trimer,1.759491346771349e-11,True,"""A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures."" [GOC:dos, GOC:mah, PMID:19693541, PMID:21421911]",93,601,21,22155,0.03494176372712146,0.22580645161290322,query_1,['GO:0032991']
GO:BP,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",1.8128083346930934e-11,True,"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]",82,595,21,20972,0.03529411764705882,0.25609756097560976,query_1,"['GO:0035710', 'GO:0046634']"
GO:BP,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,2.14499667484858e-11,True,"""Any process that stops, prevents, or reduces the rate of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",29,595,14,20972,0.023529411764705882,0.4827586206896552,query_1,"['GO:0001909', 'GO:0001910', 'GO:0002704', 'GO:0031342']"
HP,HP:0002733,Abnormal lymph node morphology,2.213759967974826e-11,True,A structural lymph node abnormality.,273,239,45,5200,0.18828451882845187,0.16483516483516483,query_1,['HP:0100763']
GO:BP,GO:0001667,ameboidal-type cell migration,2.570653102495606e-11,True,"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]",241,595,34,20972,0.05714285714285714,0.14107883817427386,query_1,['GO:0016477']
WP,WP:WP558,Complement and coagulation cascades,2.7749114130162734e-11,True,Complement and coagulation cascades,58,490,22,8899,0.044897959183673466,0.3793103448275862,query_1,['WP:000000']
GO:CC,GO:0098576,lumenal side of membrane,2.9009167319713374e-11,True,"""Any side (leaflet) of a membrane that faces the lumen of an organelle."" [GOC:dos]",41,601,15,22155,0.024958402662229616,0.36585365853658536,query_1,['GO:0098552']
GO:BP,GO:0009612,response to mechanical stimulus,2.967250924640565e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",214,595,32,20972,0.05378151260504202,0.14953271028037382,query_1,"['GO:0009605', 'GO:0009628']"
GO:BP,GO:0002526,acute inflammatory response,2.9929702080185625e-11,True,"""Inflammation which comprises a rapid, short-lived, relatively uniform response to acute injury or antigenic challenge and is characterized by accumulations of fluid, plasma proteins, and granulocytic leukocytes. An acute inflammatory response occurs within a matter of minutes or hours, and either resolves within a few days or becomes a chronic inflammatory response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",104,595,23,20972,0.03865546218487395,0.22115384615384615,query_1,['GO:0006954']
KEGG,KEGG:04650,Natural killer cell mediated cytotoxicity,3.1070108121166515e-11,True,Natural killer cell mediated cytotoxicity,125,497,32,8716,0.06438631790744467,0.256,query_1,['KEGG:00000']
HP,HP:0001871,Abnormality of blood and blood-forming tissues,3.150765258797684e-11,True,An abnormality of the hematopoietic system.,1558,239,127,5200,0.5313807531380753,0.08151476251604621,query_1,['HP:0000118']
GO:BP,GO:1903035,negative regulation of response to wounding,3.19560487422576e-11,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",94,595,22,20972,0.03697478991596639,0.23404255319148937,query_1,"['GO:0009611', 'GO:0048585', 'GO:1903034']"
REAC,REAC:R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand,3.212082956126405e-11,True,Caspase activation via Death Receptors in the presence of ligand,15,538,12,11056,0.022304832713754646,0.8,query_1,['REAC:R-HSA-5357769']
GO:BP,GO:0042742,defense response to bacterium,3.214133314937549e-11,True,"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]",334,595,40,20972,0.06722689075630252,0.11976047904191617,query_1,"['GO:0006952', 'GO:0009617']"
GO:BP,GO:0021782,glial cell development,3.750066366623484e-11,True,"""The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",127,595,25,20972,0.04201680672268908,0.1968503937007874,query_1,"['GO:0010001', 'GO:0048468']"
GO:CC,GO:0005783,endoplasmic reticulum,3.9959489644080286e-11,True,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",2119,601,116,22155,0.1930116472545757,0.05474280320906088,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
WP,WP:WP3896,Dengue 2 interactions with complement and coagulation cascades,4.201731025968277e-11,True,Dengue 2 interactions with complement and coagulation cascades,59,490,22,8899,0.044897959183673466,0.3728813559322034,query_1,['WP:000000']
GO:BP,GO:0043549,regulation of kinase activity,4.2724009967411614e-11,True,"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]",353,595,41,20972,0.06890756302521009,0.11614730878186968,query_1,"['GO:0042325', 'GO:0051338']"
GO:BP,GO:0016064,immunoglobulin mediated immune response,4.2804384092562016e-11,True,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",203,595,31,20972,0.052100840336134456,0.15270935960591134,query_1,['GO:0019724']
GO:CC,GO:0031093,platelet alpha granule lumen,4.405091569236314e-11,True,"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]",67,601,18,22155,0.029950083194675542,0.26865671641791045,query_1,"['GO:0031091', 'GO:0034774']"
GO:BP,GO:0030888,regulation of B cell proliferation,4.4765631282357755e-11,True,"""Any process that modulates the frequency, rate or extent of B cell proliferation."" [GOC:mah]",67,595,19,20972,0.031932773109243695,0.2835820895522388,query_1,"['GO:0042100', 'GO:0050670', 'GO:0050864']"
GO:BP,GO:0002832,negative regulation of response to biotic stimulus,4.538319981634806e-11,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",128,595,25,20972,0.04201680672268908,0.1953125,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048585']"
HPA,HPA:0131331,Colon; mucosal lymphoid cells[≥Low],4.5776384391952886e-11,True,Colon; mucosal lymphoid cells[≥Low],510,420,57,11007,0.1357142857142857,0.11176470588235295,query_1,['HPA:0130000']
GO:CC,GO:0005794,Golgi apparatus,4.662046064370854e-11,True,"""A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."" [ISBN:0198506732, PMID:9695800]",1680,601,99,22155,0.16472545757071547,0.05892857142857143,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:BP,GO:0009725,response to hormone,4.7164658111506424e-11,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]",904,595,70,20972,0.11764705882352941,0.07743362831858407,query_1,"['GO:0009719', 'GO:0042221']"
GO:BP,GO:0048872,homeostasis of number of cells,4.797429204518239e-11,True,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",338,595,40,20972,0.06722689075630252,0.11834319526627218,query_1,['GO:0048871']
